line_id,external_id,Latitude,Longitude
4754,26779,45.554321,-73.544321
4755,26779,45.554321,-73.544321
4770,42803,45.544321,-73.574321
4771,42803,45.544321,-73.574321
4772,42803,45.544321,-73.574321
4773,42803,45.544321,-73.574321
4775,42803,45.544321,-73.574321
4776,41531,45.504321,-73.624321
4777,41531,45.504321,-73.624321
4778,41531,45.504321,-73.624321
4779,41531,45.504321,-73.624321
4781,41531,45.504321,-73.624321
4782,41531,45.504321,-73.624321
4783,41531,45.504321,-73.624321
4784,41531,45.504321,-73.624321
4785,41531,45.504321,-73.624321
4786,732388,45.494321,-73.574321
4787,732388,45.494321,-73.574321
4788,732388,45.494321,-73.574321
4789,732388,45.494321,-73.574321
4790,732388,45.494321,-73.574321
4791,732388,45.494321,-73.574321
4792,732388,45.494321,-73.574321
4793,732388,45.494321,-73.574321
4794,732388,45.494321,-73.574321
4795,732388,45.494321,-73.574321
4796,54684,45.504321,-73.554321
4799,54684,45.504321,-73.554321
4800,54684,45.504321,-73.554321
4801,54684,45.504321,-73.554321
4802,54684,45.504321,-73.554321
4803,54684,45.504321,-73.554321
4804,54684,45.504321,-73.554321
4805,54684,45.504321,-73.554321
4806,7001739,45.504321,-73.554321
4807,7001739,45.504321,-73.554321
4808,7001739,45.504321,-73.554321
4809,7001739,45.504321,-73.554321
4810,7001739,45.504321,-73.554321
4811,7001739,45.504321,-73.554321
4812,7001739,45.504321,-73.554321
4813,7001739,45.504321,-73.554321
4815,7001739,45.504321,-73.554321
4827,7001739,45.504321,-73.554321
4828,7001739,45.504321,-73.554321
4829,7001739,45.504321,-73.554321
4842,28396,45.494321,-73.574321
4843,28396,45.494321,-73.574321
4846,28396,45.494321,-73.574321
4847,28396,45.494321,-73.574321
4848,28396,45.494321,-73.574321
4849,28396,45.494321,-73.574321
4850,28396,45.494321,-73.574321
4851,28396,45.494321,-73.574321
4852,28396,45.494321,-73.574321
4853,28396,45.494321,-73.574321
4854,28396,45.494321,-73.574321
4855,28396,45.494321,-73.574321
4856,28396,45.494321,-73.574321
4857,28396,45.494321,-73.574321
4858,28396,45.494321,-73.574321
4859,28396,45.494321,-73.574321
4860,28396,45.494321,-73.574321
4861,28396,45.494321,-73.574321
4863,28396,45.494321,-73.574321
4864,28396,45.494321,-73.574321
4865,28396,45.494321,-73.574321
4866,28396,45.494321,-73.574321
4867,28396,45.494321,-73.574321
4868,28396,45.494321,-73.574321
4869,28396,45.494321,-73.574321
4870,28396,45.494321,-73.574321
4871,28396,45.494321,-73.574321
4872,28396,45.494321,-73.574321
4873,28396,45.494321,-73.574321
4874,28396,45.494321,-73.574321
4875,28396,45.494321,-73.574321
4876,28396,45.494321,-73.574321
4877,28396,45.494321,-73.574321
4878,28396,45.494321,-73.574321
4879,28396,45.494321,-73.574321
4880,28396,45.494321,-73.574321
4883,28396,45.494321,-73.574321
4884,28396,45.494321,-73.574321
4885,28396,45.494321,-73.574321
4886,28396,45.494321,-73.574321
4887,28396,45.494321,-73.574321
4888,28396,45.494321,-73.574321
4889,28396,45.494321,-73.574321
4890,28396,45.494321,-73.574321
4891,28396,45.494321,-73.574321
4892,28396,45.494321,-73.574321
5089,7001161,45.484321,-73.574321
5090,7001161,45.484321,-73.574321
5091,7001161,45.484321,-73.574321
5092,7001161,45.484321,-73.574321
